filename,start,end,flag,vad flag
M026.wav,10240000,10400000,"{'L1': [{'start': 10240000, 'end': 10249328}, {'start': 10281376, 'end': 10336032}, {'start': 10357536, 'end': 10393504}], 'L2': [{'start': 10248496, 'end': 10281376}, {'start': 10332304, 'end': 10357536}, {'start': 10393504, 'end': 10400000}], 'No Speech': [{'start': 10281376, 'end': 10281376}]}","{'No Speech': [{'start': 42976, 'end': 50208}, {'start': 79328, 'end': 93216}, {'start': 145888, 'end': 153632}]}"
M016.wav,4320000,4480000,"{'L2': [{'start': 4320000, 'end': 4445760}, {'start': 4447920, 'end': 4480000}], 'L1': [{'start': 4420528, 'end': 4426720}], 'No Speech': [{'start': 4445760, 'end': 4447920}]}","{'No Speech': [{'start': 0, 'end': 544}, {'start': 10208, 'end': 13344}, {'start': 104928, 'end': 128544}]}"
M033.wav,4480000,4640000,"{'L1': [{'start': 4480000, 'end': 4480400}, {'start': 4510752, 'end': 4517456}, {'start': 4567136, 'end': 4572800}, {'start': 4595152, 'end': 4607936}, {'start': 4616048, 'end': 4640000}], 'L2': [{'start': 4480400, 'end': 4510752}, {'start': 4517456, 'end': 4567136}, {'start': 4572800, 'end': 4616048}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 12768, 'end': 18976}, {'start': 125920, 'end': 128032}, {'start': 137184, 'end': 139808}]}"
M040.wav,21600000,21760000,"{'L1': [{'start': 21600000, 'end': 21760000}]}","{'No Speech': [{'start': 0, 'end': 9760}]}"
M037.wav,14400000,14560000,"{'L2': [{'start': 14447984, 'end': 14458400}, {'start': 14487840, 'end': 14492560}, {'start': 14521536, 'end': 14534912}], 'L1': [{'start': 14453376, 'end': 14473472}, {'start': 14477728, 'end': 14488768}, {'start': 14491696, 'end': 14560000}], 'No Speech': [{'start': 14400000, 'end': 14447984}, {'start': 14473472, 'end': 14477728}]}","{'No Speech': [{'start': 0, 'end': 2080}, {'start': 19936, 'end': 24608}, {'start': 51680, 'end': 58400}, {'start': 69600, 'end': 75808}, {'start': 145376, 'end': 147488}]}"
M037.wav,17440000,17600000,"{'L2': [{'start': 17440000, 'end': 17463248}, {'start': 17465856, 'end': 17478208}, {'start': 17480112, 'end': 17497632}, {'start': 17502816, 'end': 17508048}, {'start': 17514096, 'end': 17527904}, {'start': 17527936, 'end': 17533808}, {'start': 17537920, 'end': 17539872}, {'start': 17543744, 'end': 17564256}, {'start': 17568592, 'end': 17582608}], 'L1': [{'start': 17455680, 'end': 17458272}, {'start': 17463104, 'end': 17466144}, {'start': 17497632, 'end': 17502816}, {'start': 17508048, 'end': 17514096}, {'start': 17531856, 'end': 17546336}, {'start': 17564256, 'end': 17568592}], 'No Speech': [{'start': 17478208, 'end': 17480112}, {'start': 17527904, 'end': 17527936}, {'start': 17564256, 'end': 17564256}, {'start': 17582608, 'end': 17600000}]}","{'No Speech': [{'start': 117216, 'end': 119328}]}"
M030.wav,6720000,6880000,"{'L2': [{'start': 6720000, 'end': 6731344}, {'start': 6734160, 'end': 6741296}, {'start': 6753952, 'end': 6760320}, {'start': 6781936, 'end': 6785616}, {'start': 6790368, 'end': 6877520}, {'start': 6879648, 'end': 6880000}], 'L1': [{'start': 6731344, 'end': 6753952}, {'start': 6760320, 'end': 6781936}, {'start': 6785616, 'end': 6790368}], 'No Speech': [{'start': 6877520, 'end': 6879648}]}","{'No Speech': [{'start': 0, 'end': 13856}, {'start': 77280, 'end': 80928}]}"
B022.wav,29600000,29760000,"{'L2': [{'start': 29600000, 'end': 29622656}, {'start': 29629280, 'end': 29631232}, {'start': 29658496, 'end': 29669280}, {'start': 29675536, 'end': 29687440}, {'start': 29691776, 'end': 29702608}, {'start': 29734816, 'end': 29758576}], 'L1': [{'start': 29622656, 'end': 29629280}, {'start': 29631232, 'end': 29658496}, {'start': 29669280, 'end': 29675536}, {'start': 29687440, 'end': 29691776}, {'start': 29702608, 'end': 29734816}, {'start': 29758576, 'end': 29760000}]}","{'No Speech': [{'start': 0, 'end': 3616}, {'start': 9184, 'end': 21024}, {'start': 30176, 'end': 31776}, {'start': 59360, 'end': 62496}, {'start': 150496, 'end': 154144}]}"
B040.wav,3200000,3360000,"{'L2': [{'start': 3200000, 'end': 3211104}, {'start': 3215440, 'end': 3230128}, {'start': 3237264, 'end': 3277488}, {'start': 3328000, 'end': 3360000}], 'L1': [{'start': 3211104, 'end': 3215440}, {'start': 3230128, 'end': 3237264}, {'start': 3277488, 'end': 3326128}], 'No Speech': [{'start': 3326128, 'end': 3328000}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 74720, 'end': 79904}, {'start': 97248, 'end': 99360}, {'start': 116192, 'end': 130592}]}"
M030.wav,4000000,4160000,"{'L1': [{'start': 4000000, 'end': 4038000}, {'start': 4057616, 'end': 4077296}, {'start': 4080768, 'end': 4082912}, {'start': 4083056, 'end': 4102288}, {'start': 4110288, 'end': 4119584}, {'start': 4132432, 'end': 4143248}], 'L2': [{'start': 4048288, 'end': 4065552}, {'start': 4077296, 'end': 4080768}, {'start': 4082912, 'end': 4093792}, {'start': 4102288, 'end': 4110288}, {'start': 4119584, 'end': 4132432}, {'start': 4143248, 'end': 4148720}, {'start': 4155920, 'end': 4160000}], 'No Speech': [{'start': 4038000, 'end': 4048288}, {'start': 4148720, 'end': 4155920}]}","{'No Speech': [{'start': 0, 'end': 2592}, {'start': 151520, 'end': 160000}]}"
M039.wav,20960000,21120000,"{'L1': [{'start': 20960000, 'end': 20970256}, {'start': 20974144, 'end': 21078160}, {'start': 21084272, 'end': 21120000}], 'L2': [{'start': 20970256, 'end': 20974144}, {'start': 21065808, 'end': 21084272}, {'start': 21095952, 'end': 21117136}], 'No Speech': [{'start': 20970256, 'end': 20970256}]}","{'No Speech': [{'start': 0, 'end': 17952}]}"
B036.wav,52640000,52800000,"{'L1': [{'start': 52640000, 'end': 52800000}], 'L2': [{'start': 52663344, 'end': 52669184}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 24032, 'end': 30752}]}"
M023.wav,8000000,8160000,"{'L3': [{'start': 8000000, 'end': 8016512}, {'start': 8029216, 'end': 8087472}, {'start': 8093600, 'end': 8160000}], 'L1': [{'start': 8072528, 'end': 8080816}, {'start': 8087472, 'end': 8093600}, {'start': 8159904, 'end': 8160000}], 'No Speech': [{'start': 8016512, 'end': 8029216}]}","{'No Speech': [{'start': 0, 'end': 4128}, {'start': 22496, 'end': 30752}, {'start': 103392, 'end': 104992}, {'start': 121312, 'end': 125984}]}"
M028.wav,14400000,14560000,"{'L2': [{'start': 14408576, 'end': 14497920}, {'start': 14504208, 'end': 14560000}], 'L1': [{'start': 14460496, 'end': 14466256}, {'start': 14497920, 'end': 14504208}], 'No Speech': [{'start': 14400000, 'end': 14408576}]}","{'No Speech': [{'start': 0, 'end': 8736}]}"
B021.wav,23040000,23200000,"{'L2': [{'start': 23040000, 'end': 23043296}, {'start': 23049136, 'end': 23072736}], 'L1': [{'start': 23043296, 'end': 23049136}, {'start': 23082848, 'end': 23110160}, {'start': 23110352, 'end': 23200000}], 'No Speech': [{'start': 23072736, 'end': 23082848}, {'start': 23110160, 'end': 23110352}]}","{'No Speech': [{'start': 0, 'end': 1056}, {'start': 18400, 'end': 47648}, {'start': 68064, 'end': 73248}, {'start': 105440, 'end': 113696}]}"
M027.wav,22080000,22240000,"{'L1': [{'start': 22080000, 'end': 22177616}, {'start': 22184960, 'end': 22208960}, {'start': 22222160, 'end': 22240000}], 'No Speech': [{'start': 22177616, 'end': 22184960}, {'start': 22208960, 'end': 22222160}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 6112, 'end': 16416}, {'start': 84960, 'end': 91680}, {'start': 101856, 'end': 110112}, {'start': 119776, 'end': 121888}, {'start': 128992, 'end': 154656}]}"
B007.wav,13920000,14080000,"{'L2': [{'start': 13920000, 'end': 13961568}, {'start': 13983040, 'end': 14003744}, {'start': 14040768, 'end': 14080000}], 'L1': [{'start': 13920000, 'end': 13920208}, {'start': 13973616, 'end': 13983040}, {'start': 14061232, 'end': 14065984}], 'No Speech': [{'start': 13961568, 'end': 13973616}, {'start': 14003744, 'end': 14040768}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 33248, 'end': 45600}, {'start': 91104, 'end': 160000}]}"
M040.wav,22400000,22560000,"{'L2': [{'start': 22400000, 'end': 22405600}, {'start': 22409712, 'end': 22413168}, {'start': 22463568, 'end': 22482592}, {'start': 22489520, 'end': 22494496}, {'start': 22497712, 'end': 22518048}, {'start': 22526496, 'end': 22560000}], 'L1': [{'start': 22405600, 'end': 22409712}, {'start': 22413168, 'end': 22419056}, {'start': 22444224, 'end': 22463568}, {'start': 22482592, 'end': 22489520}, {'start': 22494496, 'end': 22497712}, {'start': 22518048, 'end': 22526496}], 'No Speech': [{'start': 22419056, 'end': 22444224}]}","{'No Speech': [{'start': 0, 'end': 9248}, {'start': 20448, 'end': 46112}]}"
M043.wav,24160000,24320000,"{'L2': [{'start': 24160000, 'end': 24165856}, {'start': 24175584, 'end': 24197200}, {'start': 24214288, 'end': 24228592}, {'start': 24245024, 'end': 24249568}, {'start': 24255840, 'end': 24270720}, {'start': 24277632, 'end': 24281216}, {'start': 24287920, 'end': 24314720}], 'L1': [{'start': 24228592, 'end': 24245024}, {'start': 24249568, 'end': 24255840}, {'start': 24281216, 'end': 24287920}, {'start': 24314720, 'end': 24320000}], 'No Speech': [{'start': 24165856, 'end': 24175584}, {'start': 24197200, 'end': 24214288}, {'start': 24270720, 'end': 24277632}, {'start': 24314720, 'end': 24314720}]}","{'No Speech': [{'start': 8672, 'end': 20512}, {'start': 41440, 'end': 54816}, {'start': 116192, 'end': 117792}]}"
B036.wav,57120000,57280000,"{'L1': [{'start': 57120000, 'end': 57174496}, {'start': 57184368, 'end': 57280000}], 'No Speech': [{'start': 57174496, 'end': 57184368}]}","{'No Speech': [{'start': 0, 'end': 3616}]}"
B044.wav,2240000,2400000,"{'L2': [{'start': 2240000, 'end': 2249808}, {'start': 2256944, 'end': 2280720}, {'start': 2287216, 'end': 2291312}, {'start': 2295216, 'end': 2297792}, {'start': 2311424, 'end': 2362272}, {'start': 2374160, 'end': 2388432}, {'start': 2399024, 'end': 2400000}], 'L1': [{'start': 2249808, 'end': 2256944}, {'start': 2280720, 'end': 2287216}, {'start': 2291312, 'end': 2295216}, {'start': 2297792, 'end': 2311424}, {'start': 2362272, 'end': 2374160}, {'start': 2388432, 'end': 2399024}]}","{'No Speech': [{'start': 0, 'end': 10784}, {'start': 59872, 'end': 64544}, {'start': 77792, 'end': 79904}, {'start': 90080, 'end': 91680}, {'start': 104928, 'end': 108576}, {'start': 151520, 'end': 160000}]}"
M032.wav,1280000,1440000,"{'L2': [{'start': 1280000, 'end': 1327408}], 'L1': [{'start': 1344912, 'end': 1440000}], 'No Speech': [{'start': 1327408, 'end': 1344912}]}","{'No Speech': [{'start': 0, 'end': 1568}, {'start': 69088, 'end': 96288}, {'start': 157664, 'end': 160000}]}"
B038.wav,12480000,12640000,"{'L1': [{'start': 12480000, 'end': 12507504}, {'start': 12513776, 'end': 12533664}, {'start': 12540144, 'end': 12590528}, {'start': 12597440, 'end': 12616640}, {'start': 12622032, 'end': 12628080}], 'L2': [{'start': 12616640, 'end': 12640000}], 'No Speech': [{'start': 12507504, 'end': 12513776}, {'start': 12533664, 'end': 12540144}, {'start': 12590528, 'end': 12597440}]}","{'No Speech': [{'start': 59872, 'end': 61472}, {'start': 113120, 'end': 118304}]}"
B010.wav,4640000,4800000,"{'L1': [{'start': 4640000, 'end': 4657424}, {'start': 4664992, 'end': 4672128}, {'start': 4681856, 'end': 4688784}, {'start': 4723440, 'end': 4731216}, {'start': 4740944, 'end': 4747968}, {'start': 4781040, 'end': 4786912}], 'L2': [{'start': 4657424, 'end': 4664992}, {'start': 4672128, 'end': 4681856}, {'start': 4688784, 'end': 4713648}, {'start': 4716000, 'end': 4723440}, {'start': 4731216, 'end': 4740944}, {'start': 4747968, 'end': 4781040}, {'start': 4786912, 'end': 4800000}], 'No Speech': [{'start': 4713648, 'end': 4716000}]}","{'No Speech': [{'start': 0, 'end': 19488}, {'start': 52192, 'end': 58912}, {'start': 73184, 'end': 85024}, {'start': 120288, 'end': 124448}]}"
M027.wav,21600000,21760000,"{'L1': [{'start': 21600000, 'end': 21602496}, {'start': 21653888, 'end': 21664688}], 'L2': [{'start': 21602496, 'end': 21653888}, {'start': 21664688, 'end': 21760000}]}","{'No Speech': [{'start': 39904, 'end': 46624}, {'start': 89056, 'end': 91168}, {'start': 139744, 'end': 145952}]}"
M027.wav,25600000,25760000,"{'L1': [{'start': 25600000, 'end': 25607280}, {'start': 25615616, 'end': 25628384}, {'start': 25635552, 'end': 25710144}, {'start': 25749504, 'end': 25754256}], 'L2': [{'start': 25621424, 'end': 25635552}, {'start': 25668512, 'end': 25672176}, {'start': 25698864, 'end': 25703664}, {'start': 25710144, 'end': 25758576}], 'No Speech': [{'start': 25607280, 'end': 25615616}, {'start': 25758576, 'end': 25760000}]}","{'No Speech': [{'start': 4576, 'end': 35872}]}"
B036.wav,57600000,57760000,"{'L1': [{'start': 57600000, 'end': 57679152}]}","{'No Speech': [{'start': 0, 'end': 1568}, {'start': 41440, 'end': 46112}, {'start': 61920, 'end': 79158}]}"
B036.wav,20800000,20960000,"{'L2': [{'start': 20800000, 'end': 20854512}, {'start': 20859472, 'end': 20910928}, {'start': 20928448, 'end': 20960000}], 'L1': [{'start': 20854512, 'end': 20859472}, {'start': 20910928, 'end': 20928448}]}","{'No Speech': [{'start': 91616, 'end': 103968}]}"
B026.wav,19680000,19840000,"{'L1': [{'start': 19680000, 'end': 19794768}, {'start': 19809264, 'end': 19819216}, {'start': 19826560, 'end': 19840000}], 'L2': [{'start': 19745536, 'end': 19762128}, {'start': 19794768, 'end': 19809264}, {'start': 19819216, 'end': 19826560}]}","{'No Speech': [{'start': 0, 'end': 2080}, {'start': 155616, 'end': 160000}]}"
B047.wav,9120000,9280000,"{'L2': [{'start': 9132096, 'end': 9189616}, {'start': 9203024, 'end': 9226800}, {'start': 9227296, 'end': 9239680}, {'start': 9240208, 'end': 9274208}, {'start': 9278976, 'end': 9280000}], 'L1': [{'start': 9189616, 'end': 9203024}, {'start': 9248272, 'end': 9253472}], 'No Speech': [{'start': 9120000, 'end': 9132096}, {'start': 9226800, 'end': 9227296}, {'start': 9239680, 'end': 9240208}, {'start': 9274208, 'end': 9278976}]}","{'No Speech': [{'start': 0, 'end': 12832}, {'start': 26080, 'end': 44576}, {'start': 95712, 'end': 97312}]}"
M016.wav,3360000,3520000,"{'L2': [{'start': 3360000, 'end': 3520000}]}","{'No Speech': [{'start': 4576, 'end': 15904}, {'start': 20960, 'end': 47136}, {'start': 58336, 'end': 60960}, {'start': 69088, 'end': 100896}, {'start': 119264, 'end': 124448}, {'start': 149472, 'end': 151584}]}"
B007.wav,13280000,13440000,"{'L1': [{'start': 13280000, 'end': 13290960}, {'start': 13391104, 'end': 13398320}], 'L2': [{'start': 13290960, 'end': 13361920}, {'start': 13376560, 'end': 13391184}, {'start': 13397792, 'end': 13418432}], 'No Speech': [{'start': 13361920, 'end': 13376560}, {'start': 13418432, 'end': 13440000}]}","{'No Speech': [{'start': 46560, 'end': 48160}, {'start': 82912, 'end': 101920}]}"
B010.wav,8800000,8960000,"{'L1': [{'start': 8800000, 'end': 8960000}]}","{'No Speech': [{'start': 20960, 'end': 28192}, {'start': 101344, 'end': 107552}, {'start': 122848, 'end': 139296}]}"
B014.wav,13280000,13440000,"{'L1': [{'start': 13298720, 'end': 13336640}, {'start': 13352896, 'end': 13370512}], 'L2': [{'start': 13300160, 'end': 13313440}, {'start': 13320192, 'end': 13352896}, {'start': 13367040, 'end': 13424320}, {'start': 13427824, 'end': 13440000}], 'No Speech': [{'start': 13280000, 'end': 13298720}, {'start': 13352896, 'end': 13352896}, {'start': 13424320, 'end': 13427824}]}","{'No Speech': [{'start': 0, 'end': 22048}, {'start': 66016, 'end': 77344}, {'start': 144352, 'end': 147488}]}"
B026.wav,22560000,22720000,"{'L1': [{'start': 22560000, 'end': 22720000}]}","{'No Speech': [{'start': 25056, 'end': 33312}, {'start': 46560, 'end': 49184}, {'start': 101856, 'end': 106016}]}"
M039.wav,15040000,15200000,"{'L1': [{'start': 15040000, 'end': 15167280}, {'start': 15179088, 'end': 15184704}, {'start': 15195168, 'end': 15200000}], 'L2': [{'start': 15134336, 'end': 15163088}, {'start': 15175376, 'end': 15179088}, {'start': 15184704, 'end': 15194400}], 'No Speech': [{'start': 15167280, 'end': 15175376}, {'start': 15194400, 'end': 15195168}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 10720, 'end': 68640}, {'start': 80352, 'end': 98848}, {'start': 122336, 'end': 136736}]}"
M039.wav,4160000,4320000,"{'L1': [{'start': 4160000, 'end': 4173312}, {'start': 4173616, 'end': 4177728}, {'start': 4189376, 'end': 4197168}, {'start': 4215984, 'end': 4226576}, {'start': 4261216, 'end': 4270512}, {'start': 4294288, 'end': 4299536}], 'L2': [{'start': 4160000, 'end': 4189376}, {'start': 4197168, 'end': 4215984}, {'start': 4226576, 'end': 4267984}, {'start': 4270512, 'end': 4294288}, {'start': 4299536, 'end': 4320000}], 'No Speech': [{'start': 4299536, 'end': 4299536}]}",{'No Speech': []}
B022.wav,11040000,11200000,"{'L1': [{'start': 11040000, 'end': 11200000}]}","{'No Speech': [{'start': 0, 'end': 32}, {'start': 17888, 'end': 20000}, {'start': 46560, 'end': 49184}, {'start': 75744, 'end': 77344}, {'start': 122336, 'end': 125984}, {'start': 146912, 'end': 155168}]}"
M029.wav,16000000,16160000,"{'L2': [{'start': 16000000, 'end': 16080128}, {'start': 16085200, 'end': 16160000}], 'L1': [{'start': 16075856, 'end': 16085200}]}","{'No Speech': [{'start': 0, 'end': 544}]}"
B024.wav,3360000,3520000,"{'L1': [{'start': 3360000, 'end': 3376688}, {'start': 3389344, 'end': 3399936}, {'start': 3404704, 'end': 3411504}, {'start': 3432368, 'end': 3441888}, {'start': 3466176, 'end': 3473104}, {'start': 3481456, 'end': 3494096}], 'L2': [{'start': 3376688, 'end': 3389344}, {'start': 3399936, 'end': 3432368}, {'start': 3441888, 'end': 3466176}, {'start': 3473104, 'end': 3485632}, {'start': 3494096, 'end': 3520000}]}","{'No Speech': [{'start': 6112, 'end': 11808}, {'start': 120800, 'end': 128032}]}"
B042.wav,50080000,50240000,"{'L2': [{'start': 50080000, 'end': 50095072}, {'start': 50107488, 'end': 50137888}, {'start': 50142864, 'end': 50174208}, {'start': 50178096, 'end': 50197136}, {'start': 50201232, 'end': 50215504}, {'start': 50221344, 'end': 50240000}], 'L1': [{'start': 50137888, 'end': 50142864}, {'start': 50143168, 'end': 50153968}, {'start': 50174208, 'end': 50178096}, {'start': 50197136, 'end': 50201232}, {'start': 50215504, 'end': 50221344}], 'No Speech': [{'start': 50095072, 'end': 50107488}]}","{'No Speech': [{'start': 0, 'end': 28192}, {'start': 124896, 'end': 136736}]}"
M033.wav,27200000,27360000,"{'L1': [{'start': 27200000, 'end': 27234048}], 'L2': [{'start': 27234048, 'end': 27352368}, {'start': 27354016, 'end': 27360000}], 'No Speech': [{'start': 27352368, 'end': 27354016}]}","{'No Speech': [{'start': 0, 'end': 34848}, {'start': 129504, 'end': 134688}]}"
M037.wav,10560000,10720000,"{'L2': [{'start': 10560000, 'end': 10565008}, {'start': 10565776, 'end': 10574512}, {'start': 10582736, 'end': 10604784}, {'start': 10608016, 'end': 10622944}, {'start': 10625984, 'end': 10634624}, {'start': 10644336, 'end': 10660144}, {'start': 10662016, 'end': 10697328}, {'start': 10701648, 'end': 10720000}], 'L1': [{'start': 10560000, 'end': 10569328}, {'start': 10574304, 'end': 10582944}, {'start': 10604352, 'end': 10608240}, {'start': 10621648, 'end': 10627280}, {'start': 10631376, 'end': 10663968}, {'start': 10694208, 'end': 10703744}]}","{'No Speech': [{'start': 0, 'end': 3104}, {'start': 94176, 'end': 95776}, {'start': 156640, 'end': 160000}]}"
B044.wav,35040000,35200000,"{'L2': [{'start': 35040000, 'end': 35066336}, {'start': 35068272, 'end': 35072592}, {'start': 35077568, 'end': 35104080}, {'start': 35107744, 'end': 35125264}, {'start': 35138448, 'end': 35141904}, {'start': 35146240, 'end': 35173472}, {'start': 35178672, 'end': 35190128}, {'start': 35194880, 'end': 35200000}], 'L1': [{'start': 35042112, 'end': 35047296}, {'start': 35072592, 'end': 35077568}, {'start': 35104080, 'end': 35107744}, {'start': 35125264, 'end': 35138448}, {'start': 35141904, 'end': 35146240}, {'start': 35148608, 'end': 35152080}, {'start': 35168160, 'end': 35178672}, {'start': 35190128, 'end': 35194880}, {'start': 35195456, 'end': 35200000}], 'No Speech': [{'start': 35066336, 'end': 35068272}]}","{'No Speech': [{'start': 14304, 'end': 16416}]}"
M019.wav,5600000,5760000,"{'L2': [{'start': 5600000, 'end': 5609952}, {'start': 5616128, 'end': 5655104}, {'start': 5661968, 'end': 5760000}], 'L1': [{'start': 5609952, 'end': 5616128}, {'start': 5655104, 'end': 5661952}, {'start': 5712832, 'end': 5718032}], 'No Speech': [{'start': 5661952, 'end': 5661968}]}",{'No Speech': []}
B042.wav,51040000,51200000,"{'L2': [{'start': 51040000, 'end': 51055904}, {'start': 51062336, 'end': 51090720}, {'start': 51103424, 'end': 51114656}, {'start': 51119632, 'end': 51131088}, {'start': 51175856, 'end': 51182128}], 'L1': [{'start': 51053040, 'end': 51062336}, {'start': 51088496, 'end': 51103424}, {'start': 51114656, 'end': 51119632}, {'start': 51121200, 'end': 51200000}]}","{'No Speech': [{'start': 0, 'end': 1056}, {'start': 47072, 'end': 63520}, {'start': 95712, 'end': 97824}]}"
B042.wav,47840000,48000000,"{'L1': [{'start': 47840000, 'end': 47898576}, {'start': 47899936, 'end': 47912896}, {'start': 47921920, 'end': 47981552}, {'start': 47990416, 'end': 48000000}], 'No Speech': [{'start': 47898576, 'end': 47899936}, {'start': 47912896, 'end': 47921920}, {'start': 47981552, 'end': 47990416}]}","{'No Speech': [{'start': 0, 'end': 6688}, {'start': 42464, 'end': 46624}, {'start': 71648, 'end': 82976}, {'start': 144352, 'end': 150560}]}"
B044.wav,25440000,25600000,"{'L1': [{'start': 25440000, 'end': 25498992}, {'start': 25503312, 'end': 25513728}, {'start': 25521072, 'end': 25541824}, {'start': 25552848, 'end': 25600000}], 'L2': [{'start': 25513728, 'end': 25521072}, {'start': 25541824, 'end': 25544416}], 'No Speech': [{'start': 25498992, 'end': 25503312}, {'start': 25544416, 'end': 25552848}]}","{'No Speech': [{'start': 106464, 'end': 113184}]}"
M020.wav,18400000,18560000,"{'L2': [{'start': 18400000, 'end': 18408816}, {'start': 18417344, 'end': 18555104}], 'L1': [{'start': 18408816, 'end': 18417344}, {'start': 18447664, 'end': 18453712}, {'start': 18531104, 'end': 18537808}, {'start': 18545104, 'end': 18560000}], 'No Speech': [{'start': 18417344, 'end': 18417344}]}","{'No Speech': [{'start': 0, 'end': 4640}, {'start': 24032, 'end': 26656}, {'start': 128480, 'end': 130592}]}"
M016.wav,2880000,3040000,"{'L2': [{'start': 2880000, 'end': 2953600}, {'start': 2954880, 'end': 2977280}, {'start': 2977728, 'end': 3040000}], 'No Speech': [{'start': 2953600, 'end': 2954880}, {'start': 2977280, 'end': 2977728}]}","{'No Speech': [{'start': 0, 'end': 3616}, {'start': 72672, 'end': 76320}, {'start': 95200, 'end': 101920}]}"
